freq,TL_
50,6.762268121061722
60,7.9349907025231845
70,8.989712828230543
80,9.944665452424697
90,10.815195909437431
100,11.613830291841014
110,12.350739332251193
120,13.034215349043322
130,13.671070192335598
140,14.26694773809049
150,14.826564748528225
160,15.3538960519343
170,15.852317531067534
180,16.324717338351796
190,16.773583128778807
200,17.201071079511564
210,17.609060968525366
220,17.999200491684682
230,18.372941201185963
240,18.73156786584402
250,19.07622262507939
260,19.407924990647633
270,19.727588512574158
280,20.03603474669302
290,20.33400502512591
300,20.62217042683208
310,20.90114026494713
320,21.171469345122897
330,21.43366420015858
340,21.688188467667935
350,21.935467546967683
360,22.175892646997113
370,22.409824317526244
380,22.63759554013953
390,22.859514442695982
400,23.07586669054912
410,23.286917599280766
420,23.4929140066891
430,23.69408593597737
440,23.890648077284432
450,24.08280111069622
460,24.27073289053192
470,24.454619507891255
480,24.634626246085844
490,24.810908441580057
500,24.983612261373832
510,25.152875406320042
520,25.31882774864078
530,25.481591910856046
540,25.641283792437054
550,25.79801304972031
560,25.951883533950017
570,26.102993691737396
580,26.251436931723987
590,26.397301960799965
600,26.54067309284884
610,26.681630532658232
620,26.820250637346284
630,26.956606157399122
640,27.090766459191038
650,27.222797730662506
660,27.352763171657504
670,27.48072317026824
680,27.60673546639979
690,27.73085530364643
700,27.853135570464715
710,27.973626931533122
720,28.09237795010305
730,28.209435202070363
740,28.32484338242893
750,28.43864540470686
760,28.550882493931645
770,28.661594273621983
780,28.770818847259445
790,28.878592874654263
800,28.984951643583287
810,29.089929137046326
820,29.193558096457668
830,29.295870081063512
840,29.396895523851786
850,29.496663784199445
860,29.59520319748262
870,29.692541121856838
880,29.788703982398502
890,29.883717312783897
900,29.977605794668307
910,30.07039329491556
920,30.162102900817104
930,30.252756953429024
940,30.342377079146374
950,30.43098421962511
960,30.5185986601542
970,30.605240056573017
980,30.690927460822408
990,30.775679345211728
1000,30.859513625478264
1010,30.94244768271039
1020,31.02449838420074
1030,31.105682103291446
1040,31.186014738269165
1050,31.265511730363855
1060,31.34418808090174
1070,31.422058367659645
1080,31.499136760464765
1090,31.575437036081198
1100,31.650972592421965
1110,31.72575646212271
1120,31.79980132551119
1130,31.87311952300435
1140,31.945723066963122
1150,32.017623653032956
