freq,TL_
50,1.3951585001635582
60,1.78869121736219
70,2.2007388433069432
80,2.6213886489515597
90,3.0436184079819
100,3.462620162347071
110,3.8752047971396637
120,4.279334195189466
130,4.673774376163163
140,5.057846303485922
150,5.43124991973167
160,5.793941042061135
170,6.146045662408697
180,6.487800452963474
190,6.819511551964512
200,7.141526088089546
210,7.454212587890576
220,7.757947586744132
230,8.053106578725606
240,8.340058004546606
250,8.619159367058106
260,8.89075483487629
270,9.155173883596285
280,9.41273065626858
290,9.663723817744655
300,9.90843674309997
310,10.147137926837441
320,10.380081532646791
330,10.60750802709246
340,10.829644857480714
350,11.046707146249124
360,11.25889838289172
370,11.466411100647928
380,11.669427529630504
390,11.868120221239378
400,12.062652640958207
410,12.253179728212388
420,12.43984842306986
430,12.622798160308015
440,12.802161331880988
450,12.978063719125979
460,13.15062489624097
470,13.319958606659597
480,13.486173113972946
490,13.649371529052202
500,13.809652114950204
510,13.96710857112679
520,14.12183029844816
530,14.273902646334182
540,14.423407143341336
550,14.570421712384034
560,14.715020871713785
570,14.857275922695534
580,14.997255125344351
590,15.13502386251359
600,15.270644793558237
610,15.404177998234218
620,15.535681111535888
630,15.665209450119825
640,15.792816130912835
650,15.918552182455985
660,16.042466649493733
670,16.164606691278195
680,16.285017674022328
690,16.403743257902867
700,16.52082547898314
710,16.63630482639817
720,16.75022031511838
730,16.862609554584974
740,16.973508813488007
750,17.08295308093827
760,17.19097612426588
770,17.2976105436613
780,17.402887823859125
790,17.506838383050656
800,17.609491619197886
810,17.710875953909586
820,17.8110188740288
830,17.909946971070724
840,18.007685978640442
850,18.104260807951093
860,18.199695581554888
870,18.294013665391876
880,18.387237699254335
890,18.479389625758206
900,18.570490717906974
910,18.660561605327914
920,18.749622299255346
930,18.837692216330858
940,18.924790201285965
950,19.01093454856859
960,19.09614302297085
970,19.18043287931207
980,19.26382088122776
990,19.346323319111946
1000,19.427956027257586
1010,19.50873440023707
1020,19.58867340856214
1030,19.66778761366047
1040,19.746091182203777
1050,19.82359789982036
1060,19.90032118422311
1070,19.976274097782103
1080,20.051469359569396
1090,20.125919356902
1100,20.199636156407458
1110,20.27263151463528
1120,20.344916888236074
1130,20.416503443728917
1140,20.487402066876705
1150,20.557623371687704
1160,20.627177709061012
1170,20.696075175092275
1180,20.76432561905539
1190,20.8319386510751
1200,20.898923649504336
1210,20.965289768019872
1220,21.03104594244868
1230,21.096200897337155
1240,21.160763152274473
1250,21.224741027980897
1260,21.288142652171306
1270,21.35097596520366
1280,21.41324872552161
1290,21.47496851490013
1300,21.536142743502495
1310,21.59677865475652
1320,21.65688333005769
1330,21.716463693306338
1340,21.775526515285737
1350,21.834078417887714
1360,21.892125878191845
1370,21.94967523240433
1380,22.006732679662143
1390,22.063304285707737
1400,22.119395986439706
1410,22.175013591343987
1420,22.230162786810563
1430,22.284849139340007
1440,22.339078098644094
1450,22.392855000644687
1460,22.44618507037469
1470,22.49907342478484
1480,22.551525075459892
1490,22.603544931247562
1500,22.655137800803548
1510,22.70630839505573
1520,22.757061329590442
1530,22.807401126963814
1540,22.85733221894081
1550,22.906858948664603
1560,22.95598557275882
1570,23.00471626336502
1580,23.05305511011772
1590,23.10100612205924
1600,23.14857322949631
1610,23.195760285800677
1620,23.24257106915553
1630,23.28900928424959
1640,23.335078563920778
1650,23.38078247075105
1660,23.426124498614147
1670,23.47110807417774
1680,23.51573655836163
1690,23.560013247753346
1700,23.60394137598256
1710,23.647524115055788
1720,23.69076457665246
1730,23.733665813383848
1740,23.77623082001584
1750,23.81846253465686
1760,23.86036383991197
1770,23.90193756400421
1780,23.943186481864277
1790,23.98411331618948
1800,24.024720738472855
1810,24.065011370003525
1820,24.10498778283901
1830,24.14465250075045
1840,24.184008000141507
1850,24.223056710941734
1860,24.261801017475193
1870,24.300243259305038
1880,24.33838573205474
1890,24.376230688206686
1900,24.413780337878784
1910,24.451036849579644
1920,24.48800235094305
1930,24.524678929442217
1940,24.561068633084425
1950,24.597173471086634
1960,24.632995414532463
1970,24.66853639701119
1980,24.70379831523918
1990,24.738783029664194
2000,24.77349236505312
2010,24.80792811106344
2020,24.842092022798962
2030,24.87598582135021
2040,24.90961119431973
2050,24.942969796332942
2060,24.976063249534626
2070,25.0088931440716
2080,25.04146103856183
2090,25.073768460550326
2100,25.105816906952136
2110,25.137607844482726
2120,25.16914271007608
2130,25.20042291129077
2140,25.231449826704242
2150,25.26222480629567
2160,25.292749171817533
2170,25.323024217156195
2180,25.353051208681748
2190,25.38283138558733
2200,25.41236596021809
2210,25.441656118390053
2220,25.470703019699123
2230,25.499507797820307
2240,25.52807156079746
2250,25.55639539132364
2260,25.58448034701232
2270,25.61232746065955
2280,25.639937740497306
2290,25.667312170438056
2300,25.694451710310823
2310,25.72135729608883
2320,25.74802984010877
2330,25.774470231282013
2340,25.80067933529765
2350,25.826657994817708
2360,25.852407029664466
2370,25.877927237000034
2380,25.903219391498386
2390,25.928284245509783
2400,25.953122529217737
2410,25.97773495078867
2420,26.002122196514232
2430,26.026284930946417
2440,26.05022379702548
2450,26.073939416200844
2460,26.097432388544885
2470,26.12070329285979
2480,26.143752686777418
2490,26.16658110685234
2500,26.18918906864795
2510,26.211577066815757
2520,26.23374557516796
2530,26.255695046743128
2540,26.277425913865184
2550,26.298938588195693
2560,26.320233460779313
2570,26.34131090208261
2580,26.3621712620261
2590,26.382814870009565
2600,26.40324203493066
2610,26.423453045196727
2620,26.443448168729844
2630,26.463227652965116
2640,26.48279172484209
2650,26.502140590789367
2660,26.521274436702274
2670,26.540193427913643
2680,26.558897709157563
2690,26.577387404526146
2700,26.59566261741915
2710,26.613723430486488
2720,26.631569905563456
2730,26.64920208359873
2740,26.666619984574922
2750,26.683823607421715
2760,26.700812929921387
2770,26.717587908606756
2780,26.734148478651278
2790,26.75049455375135
2800,26.766626026000594
2810,26.782542765756027
2820,26.79824462149602
2830,26.81373141966985
2840,26.829002964538766
2850,26.844059038008353
2860,26.858899399452106
2870,26.87352378552596
2880,26.88793190997371
2890,26.902123463422992
2900,26.916098113171834
2910,26.929855502965353
2920,26.94339525276254
2930,26.956716958492905
2940,26.96982019180263
2950,26.982704499790174
2960,26.99536940473091
2970,27.007814403790643
2980,27.020038968727693
2990,27.03204254558324
3000,27.043824554359727
3010,27.05538438868684
3020,27.06672141547496
3030,27.077834974555543
3040,27.088724378308253
3050,27.099388911274325
3060,27.109827829755915
3070,27.120040361400942
3080,27.13002570477309
3090,27.139783028906436
3100,27.14931147284437
3110,27.158610145162246
3120,27.167678123473344
3130,27.176514453917584
3140,27.1851181506325
3150,27.193488195205898
3160,27.20162353610963
3170,27.209523088113897
3180,27.217185731681447
3190,27.224610312340985
3200,27.231795640039195
3210,27.23874048847059
3220,27.245443594384472
3230,27.25190365686825
3240,27.25811933660633
3250,27.264089255113625
3260,27.269811993943023
3270,27.275286093865645
3280,27.28051005402319
3290,27.28548233105112
3300,27.290201338171926
3310,27.294665444257124
3320,27.29887297285704
3330,27.302822201197102
3340,27.306511359139456
3350,27.30993862810857
3360,27.3131021399795
3370,27.31599997592744
3380,27.318630165237035
3390,27.32099068406989
3400,27.323079454188782
3410,27.3248943416367
3420,27.326433155369166
3430,27.327693645837808
3440,27.32867350352334
3450,27.329370357415876
3460,27.329781773440544
3470,27.32990525282603
3480,27.32973823041388
3490,27.329278072906003
3500,27.328522077047847
3510,27.327467467744633
3520,27.32611139610769
3530,27.324450937428082
3540,27.322483089074332
3550,27.320204768311037
3560,27.31761281003493
3570,27.314703964424822
3580,27.311474894501657
3590,27.30792217359471
3600,27.304042282709755
3610,27.29983160779488
3620,27.295286436899303
3630,27.29040295722037
3640,27.285177252033648
3650,27.279605297500794
3660,27.27368295934948
3670,27.26740598941957
3680,27.260770022069188
3690,27.25377057043421
3700,27.246403022534125
3710,27.238662637217118
3720,27.230544539936567
3730,27.222043718350918
3740,27.213155017738334
3750,27.203873136217172
3760,27.19419261976272
3770,27.18410785701022
3780,27.173613073833565
3790,27.16270232768849
3800,27.15136950170853
3810,27.139608298541273
3820,27.127412233911755
3830,27.114774629899188
3840,27.101688607912354
3850,27.0881470813482
3860,27.074142747917346
3870,27.059668081619286
3880,27.044715324349
3890,27.029276477115857
3900,27.01334329085487
3910,26.99690725680736
3920,26.97995959645119
3930,26.96249125095416
3940,26.944492870126687
3950,26.92595480084707
3960,26.90686707493121
3970,26.887219396417684
3980,26.867001128236986
3990,26.84620127823247
4000,26.824808484498803
4010,26.802811000002023
4020,26.780196676443598
4030,26.756952947329083
4040,26.733066810200278
4050,26.708524807987985
4060,26.68331300944075
4070,26.65741698858334
4080,26.63082180315711
4090,26.603511971993008
4100,26.575471451266772
4110,26.546683609584907
4120,26.51713120184423
4130,26.486796341843682
4140,26.45566047351977
4150,26.423704340857274
4160,26.390907956350233
4170,26.35725056799832
4180,26.322710624792776
4190,26.2872657406573
4200,26.250892656817783
4210,26.213567202585637
4220,26.175264254553365
4230,26.13595769422
4240,26.09562036407886
4250,26.054224022252484
4260,26.011739295749422
4270,25.968135632509174
4280,25.923381252422235
4290,25.877443097587857
4300,25.830286782148555
4310,25.781876542135972
4320,25.732175185877924
4330,25.681144045656904
4340,25.628742931479103
4350,25.574930088017123
4360,25.51966215603489
4370,25.462894139897934
4380,25.404579383125103
4390,25.344669554359932
4400,25.283114646642524
4410,25.21986299346096
4420,25.15486130576893
4430,25.08805473499161
4440,25.019386968022307
4450,24.948800361356177
4460,24.87623612283386
4470,24.801634550988485
4480,24.72493534373318
4490,24.64607799003117
4500,24.565002260379355
4510,24.481648814178925
4520,24.395959944477976
4530,24.307880482915625
4540,24.217358889841094
4550,24.124348556242893
4560,24.028809344923445
4570,23.930709397774415
4580,23.83002723337047
4590,23.726754153552886
4600,23.620896968206324
4610,23.512481032913083
4620,23.40155357345899
4630,23.288187243305714
4640,23.172483824649532
4650,23.054577940946814
4660,22.934640600569033
4670,22.81288234119461
4680,22.68955569855978
4690,22.56495668945558
4700,22.439424987387085
4710,22.313342490236188
4720,22.187130041211812
4730,22.061242170804476
4740,21.936159874682005
4750,21.81238161743994
4760,21.690412933173523
4770,21.570755153745544
4780,21.45389390715873
4790,21.340288070894356
4800,21.230359829684126
4810,21.1244863795537
4820,21.02299365863427
4830,20.926152296831745
4840,20.834175789239204
4850,20.747220736154638
4860,20.665388871475677
4870,20.588730527397168
4880,20.517249154817033
4890,20.450906527983793
4900,20.389628298214028
4910,20.333309614149773
4920,20.28182058555923
4930,20.235011426862506
4940,20.192717170532063
4950,20.154761886557697
4960,20.12096238123153
4970,20.091131376726356
4980,20.065080193152394
4990,20.0426209681874
5000,20.02356845729818
5010,20.00774146127089
5020,19.994963928365827
5030,19.985065776853553
5040,19.977883480728565
5050,19.97326045761827
5060,19.971047293741215
5070,19.971101836527193
5080,19.973289181400833
5090,19.977481575380633
5100,19.983558256635593
5110,19.991405246002525
5120,20.000915103704383
5130,20.011986662113884
5140,20.02452474335049
5150,20.038439868753784
5160,20.05364796580443
5170,20.07007007684293
5180,20.087632072909546
5190,20.10626437521267
5200,20.125901686036013
5210,20.146482730318212
5220,20.16795000898995
5230,20.190249563770806
5240,20.21333075491907
5250,20.237146050633477
5260,20.261650828707012
5270,20.286803189883294
5280,20.31256378254122
5290,20.338895638340837
5300,20.365764018218044
5310,20.39313626833713
5320,20.420981685408442
5330,20.449271390870795
5340,20.477978213417902
5350,20.507076579363826
5360,20.536542410358678
5370,20.566353027984977
5380,20.59648706478644
5390,20.62692438130288
5400,20.65764598870823
5410,20.688633976671007
5420,20.719871446079917
5430,20.75134244629869
5440,20.783031916636105
5450,20.814925631737616
5460,20.84701015062447
5470,20.879272769124903
5480,20.91170147545965
5490,20.944284908760515
5500,20.977012320316312
5510,21.009873537355027
5520,21.042858929185037
5530,21.07595937553033
5540,21.109166236907072
5550,21.142471326899738
5560,21.17586688620513
5570,21.209345558322298
5580,21.242900366775167
5590,21.276524693763367
5600,21.310212260144546
5610,21.343957106648773
5620,21.377753576267054
5630,21.41159629771009
5640,21.445480169800106
5650,21.479400347025184
5660,21.513352225660995
5670,21.547331430945636
5680,21.58133380492622
5690,21.61535539503693
5700,21.649392443346322
5710,21.68344137642782
5720,21.71749879582094
5730,21.751561469037327
5740,21.785626321078233
5750,21.819690426442126
5760,21.85375100157287
5770,21.88780539773615
5780,21.921851094292947
5790,21.955885692345582
5800,21.989906908729306
5810,22.023912570336947
5820,22.0579006087505
5830,22.09186905516055
5840,22.12581603556101
5850,22.15973976619887
5860,22.19363854926524
5870,22.22751076881368
5880,22.26135488689204
5890,22.29516943987676
5900,22.32895303499626
5910,22.36270434702922
5920,22.39642211509032
5930,22.43010513997774
5940,22.463752280919245
5950,22.497362453159564
5960,22.530934625354075
5970,22.564467817151247
5980,22.59796109689418
5990,22.63141357943691
6000,22.66482442406071
6010,22.698192832502812
6020,22.731518047070836
6030,22.76479934885213
6040,22.798036056007923
6050,22.83122752215471
6060,22.864373134786483
6070,22.897472313859552
6080,22.930524510326734
6090,22.96352920482704
6100,22.99648590640611
6110,23.02939415128611
6120,23.062253501708266
6130,23.095063544828506
6140,23.127823891648593
6150,23.160534176008785
6160,23.19319405362983
6170,23.225803201150136
6180,23.258361322756805
6190,23.290868112060874
6200,23.32332332576992
6210,23.355726708450323
6220,23.38807802903023
6230,23.420377072644282
6240,23.452623639960276
6250,23.48481754653458
6260,23.516958622195187
6270,23.54904671045114
6280,23.581081667927126
6290,23.61306336812732
6300,23.644991679390827
6310,23.676866507447244
6320,23.708687751888196
